State,Abbreviation,Season Type,Zone,Split 1 Open,Split 1 Close,Split 2 Open,Split 2 Close,Split 3 Open,Split 3 Close,Bag Limit,Flyway,Weapon,Notes,Source URL,Verified,Season Year
Iowa,IA,fall,Statewide,2025-10-13,2025-12-05,2025-12-22,2026-01-10,,,,,,Gun/bow Oct 13-Dec 5; archery extends Dec 22-Jan 10; residents only,https://www.iowadnr.gov/things-do/hunting-trapping/types-hunting-trapping/turkey-hunting,FALSE,2025-2026
Kansas,KS,spring,Statewide,2025-04-16,2025-05-31,,,,,,,,Youth/disabled April 1-15; archery April 7-15; regular April 16-May 31,https://ksoutdoors.gov/Hunting/When-to-Hunt/Seasons/Spring-Turkey-Regular-firearm-archery/,TRUE,2025-2026
Kentucky,KY,spring,Statewide,2025-04-12,2025-05-04,,,,,2,,,Youth April 5-6; max 2 legal turkeys male or bearded,https://fw.ky.gov/Hunt/pages/spring-turkey-hunting.aspx,TRUE,2025-2026
Kentucky,KY,fall,Statewide,2025-09-06,2026-01-19,,,,,,,,Archery Sept 6-Jan 19; crossbow Sept 20-Jan 19; shotgun Oct 1-19 and Nov 8-Dec 31,https://fw.ky.gov/Hunt/pages/spring-turkey-hunting.aspx,FALSE,2025-2026
Louisiana,LA,spring,Area A,2025-04-05,2025-05-04,,,,,,,,Youth/disabled March 29-30,https://www.wlf.louisiana.gov/news/louisiana-2025-turkey-season-begins-march-29-for-youthphysically-challenged-april-5-for-all-others,TRUE,2025-2026
Louisiana,LA,spring,Area B,2025-04-05,2025-04-27,,,,,,,,Youth/disabled March 29-30,https://www.wlf.louisiana.gov/news/louisiana-2025-turkey-season-begins-march-29-for-youthphysically-challenged-april-5-for-all-others,TRUE,2025-2026
Louisiana,LA,spring,Area C,2025-04-05,2025-04-20,,,,,,,,Youth/disabled March 29-30,https://www.wlf.louisiana.gov/news/louisiana-2025-turkey-season-begins-march-29-for-youthphysically-challenged-april-5-for-all-others,TRUE,2025-2026
Louisiana,LA,fall,Statewide,2025-10-18,2025-11-29,,,,,,,,Fall turkey season,https://www.wlf.louisiana.gov/news/louisiana-2025-turkey-season-begins-march-29-for-youthphysically-challenged-april-5-for-all-others,FALSE,2025-2026
Maine,ME,spring,Statewide,2025-04-28,2025-05-31,,,,,,,,Youth April 26; WMDs 7 and 9-29 allow 2 bearded turkeys; WMDs 1-6 and 8 allow 1,https://www.maine.gov/ifw/hunting-trapping/hunting/laws-rules/wild-turkey.html,TRUE,2025-2026
Maine,ME,fall,Statewide,2025-09-15,2025-11-07,,,,,,,,WMDs 1 2 4 5 and 9 closed to turkey harvest,https://www.maine.gov/ifw/hunting-trapping/hunting/laws-rules/wild-turkey.html,FALSE,2025-2026
Maryland,MD,spring,Statewide,2025-04-18,2025-05-23,,,,,2,,,Junior hunt April 12; 1 bearded per day 2 per season,https://dnr.maryland.gov/wildlife/pages/hunt_trap/wildturkeyhunting.aspx,TRUE,2025-2026
Maryland,MD,fall,Western Counties,2025-11-01,2025-11-09,,,,,1,,,Garrett Allegany and Washington counties only; 1 turkey either sex,https://dnr.maryland.gov/wildlife/pages/hunt_trap/wildturkeyhunting.aspx,TRUE,2025-2026
Massachusetts,MA,spring,Statewide,2025-04-28,2025-05-24,,,,,,,,Youth April 26; half hour before sunrise to noon,https://www.mass.gov/news/2025-spring-turkey-hunting-season,TRUE,2025-2026
Massachusetts,MA,fall,Statewide,2025-10-05,2025-11-28,,,,,1,,,Oct 16-28 shotgun/muzzleloader/archery; Oct 30-Nov 25 archery only,https://www.mass.gov/news/2025-spring-turkey-hunting-season,FALSE,2025-2026
Michigan,MI,spring,Statewide,2025-04-19,2025-06-07,,,,,,,,Varies by TMU and license type; private land ZZ April 19-May 31,https://www.michigan.gov/dnr/managing-resources/laws/regulations/spring-turkey,TRUE,2025-2026
Michigan,MI,fall,Statewide,2025-09-15,2025-11-14,,,,,,,,Unit I Lower Peninsula and Unit M Upper Peninsula,https://www.michigan.gov/dnr/managing-resources/laws/regulations/spring-turkey,FALSE,2025-2026
Minnesota,MN,spring,Statewide,2025-04-16,2025-05-31,,,,,,,,6 firearm regions A-F with staggered dates; archery April 16-May 31,https://www.dnr.state.mn.us/hunting/turkey/index.html,TRUE,2025-2026
Minnesota,MN,fall,Statewide,2025-10-04,2025-11-02,,,,,1,,,1 turkey either sex; crossbow bow or shotgun,https://www.dnr.state.mn.us/hunting/turkey/index.html,FALSE,2025-2026
Mississippi,MS,spring,Statewide,2026-03-20,2026-05-05,,,,,,,,Youth March 13-19; 1 adult gobbler per day 3 per season,https://www.mdwfp.com/wildlife-hunting/hunting-seasons-and-bag-limits,TRUE,2025-2026
Missouri,MO,spring,Statewide,2025-04-21,2025-05-11,,,,,2,,,Youth April 12-13; 2 male or bearded turkeys,https://mdc.mo.gov/hunting-trapping/species/turkey,TRUE,2025-2026
Missouri,MO,fall,Statewide,2025-10-01,2025-10-31,2025-09-15,2025-11-14,2025-11-26,2026-01-15,2,,,Firearms Oct 1-31; archery Sept 15-Nov 14 and Nov 26-Jan 15; 2 either sex combined,https://mdc.mo.gov/hunting-trapping/species/turkey,FALSE,2025-2026
Montana,MT,spring,Statewide,2025-04-15,2025-05-31,,,,,,,,Male wild turkey only; up to 11 licenses per year; shotgun/archery,https://fwp.mt.gov/hunt/regulations/turkey,TRUE,2025-2026
Montana,MT,fall,Statewide,2025-09-01,2026-01-01,,,,,,,,Either-sex in Regions 1-3 and 5-7,https://fwp.mt.gov/hunt/regulations/turkey,FALSE,2025-2026
Nebraska,NE,spring,Statewide,2025-03-25,2025-05-31,,,,,,,,Archery March 25-May 31; shotgun April 12-May 31; 1 male or bearded female per permit,https://outdoornebraska.gov/hunt/game/turkey/,TRUE,2025-2026
Nevada,NV,spring,Statewide,2025-03-29,2025-05-04,,,,,,,,Varies by unit; permit required; 1 tag per calendar year,https://www.ndow.org,FALSE,2025-2026
New Hampshire,NH,spring,Statewide,2025-05-01,2025-05-31,,,,,2,,,Youth April 26-27; 2 male or bearded turkeys spring; 2 per year combined,https://www.wildlife.nh.gov/hunting-nh/dates-and-seasons,TRUE,2025-2026
New Hampshire,NH,fall,Statewide,2025-10-13,2025-11-15,,,,,1,,,1 turkey either sex,https://www.wildlife.nh.gov/hunting-nh/dates-and-seasons,FALSE,2025-2026
New Jersey,NJ,spring,Statewide,2026-04-26,2026-05-23,,,,,,,,Youth April 19-25; lottery permits; 1 male turkey per permit,https://dep.nj.gov/njfw/hunting/wild-turkey-season-and-regulations/,TRUE,2025-2026
New Mexico,NM,spring,Statewide,2025-04-15,2025-05-15,,,,,,,,OTC license hunts; entry permit hunts April 1-May 31; 2 bearded turkeys max per spring,https://wildlife.dgf.nm.gov/hunting/hunting-calendar/,FALSE,2025-2026
New York,NY,spring,Statewide,2025-05-01,2025-05-31,,,,,2,,,Youth April 26-27; 2 bearded birds; half hour before sunrise to noon,https://dec.ny.gov/things-to-do/hunting/turkey/seasons,TRUE,2025-2026
New York,NY,fall,Statewide,2025-10-01,2025-10-14,,,,,1,,,Yellow Zone Oct 1-14; additional zones vary; 1 bird either sex,https://dec.ny.gov/things-to-do/hunting/turkey/seasons,FALSE,2025-2026
North Carolina,NC,spring,Statewide,2025-04-12,2025-05-10,,,,,2,,,Youth April 5-11; 1 per day 2 bearded turkeys per season,https://www.eregulations.com/northcarolina/hunting/turkey-seasons-regulations,TRUE,2025-2026
North Dakota,ND,spring,Statewide,2025-04-12,2025-05-18,,,,,,,,Residents only; half hour before sunrise to sunset,https://gf.nd.gov/regulations/spring-turkey,TRUE,2025-2026
Ohio,OH,spring,South Zone,2025-04-19,2025-05-18,,,,,1,,,Youth April 12-13; 1 bearded turkey; first 9 days sunrise to noon,https://www.eregulations.com/ohio/hunting/turkey-hunting-seasons,TRUE,2025-2026
Ohio,OH,spring,Northeast Zone,2025-05-03,2025-06-01,,,,,1,,,Ashtabula Cuyahoga Geauga Lake Trumbull counties,https://www.eregulations.com/ohio/hunting/turkey-hunting-seasons,TRUE,2025-2026
Ohio,OH,fall,Statewide,2025-10-01,2025-10-26,,,,,1,,,70 of 88 counties; 1 turkey either sex,https://www.eregulations.com/ohio/hunting/turkey-hunting-seasons,FALSE,2025-2026
Oklahoma,OK,spring,Statewide,2026-04-16,2026-05-16,,,,,1,,,Youth April 11-12; 1 tom turkey,https://www.wildlifedepartment.com/hunting/regs/spring-turkey,FALSE,2025-2026
Oklahoma,OK,fall,Statewide,2025-10-01,2026-01-15,,,,,1,,,Archery Oct 1-Jan 15; gun Nov 1-21; 1 tom turkey,https://www.wildlifedepartment.com/hunting/regs/fall-turkey,FALSE,2025-2026
Oregon,OR,spring,Statewide,2025-04-15,2025-05-31,,,,,,,,Youth April 12-13; up to 3 turkeys with 3 tags; 1 male/bearded per day,https://myodfw.com/learn/skill/turkey-hunting-regulations,TRUE,2025-2026
Oregon,OR,fall,Statewide,2025-09-01,2026-01-31,,,,,,,,Western Oregon and select eastern units; 2 turkeys either sex,https://www.eregulations.com/oregon/hunting/game-bird/turkey-seasons,FALSE,2025-2026
Pennsylvania,PA,spring,Statewide,2025-05-03,2025-05-31,,,,,2,,,Youth April 26; May 3-17 sunrise-noon; May 19-31 sunrise-sunset; 2nd gobbler with tag,https://www.pa.gov/agencies/pgc/huntingandtrapping/regulations/seasons-and-bag-limits,TRUE,2025-2026
Pennsylvania,PA,fall,Statewide,2025-11-01,2025-11-15,,,,,,,,Varies by WMU; WMUs 5C and 5D closed to fall turkey,https://www.pa.gov/agencies/pgc/newsroom/fall-turkey-season-to-begin3,FALSE,2025-2026
Rhode Island,RI,spring,Statewide,2025-04-24,2025-05-18,,,,,2,,,Youth April 14-20; sunrise to 1 PM; 2 bearded turkeys; only 1 on state lands,https://rules.sos.ri.gov/Regulations/part/250-60-00-9,TRUE,2025-2026
South Carolina,SC,spring,Statewide,2025-04-03,2025-05-03,,,,,2,,,Youth March 29-30 and May 10-11; 2 gobblers per season max 1 per day,https://www.dnr.sc.gov/wildlife/turkey/index.html,TRUE,2025-2026
South Carolina,SC,fall,Statewide,2025-10-01,2026-02-28,,,,,,,,Varies by region; southern region ends Jan 4,https://www.carolinasportsman.com/hunting/turkey-hunting/2025-turkey-hunting-season-dates/,FALSE,2025-2026
South Dakota,SD,spring,Prairie,2025-04-12,2025-05-31,,,,,,,,Single and split season options; varies by unit,https://gfp.sd.gov/turkey/,TRUE,2025-2026
South Dakota,SD,spring,Black Hills,2025-04-26,2025-05-31,,,,,,,,Black Hills specific dates,https://gfp.sd.gov/turkey/,TRUE,2025-2026
South Dakota,SD,fall,Statewide,2025-11-01,2026-01-31,,,,,,,,Prairie and Black Hills designations,https://www.eregulations.com/southdakota/hunting/hunting-seasons-and-dates,FALSE,2025-2026
Tennessee,TN,spring,Statewide,2025-04-12,2025-05-25,,,,,,,,Young sportsman April 5-6; 30 min before sunrise to sunset,https://www.tn.gov/twra/news/2025/4/9/tennessee-s-2025-spring-turkey-season-starts-april-12.html,TRUE,2025-2026
Tennessee,TN,fall,Statewide,2025-09-27,2025-11-07,,,,,,,,Archery Sept 27-Oct 24 and Oct 27-Nov 7; shotgun/archery Oct 11-24; some counties closed,https://www.tn.gov/twra/news/2025/9/22/2025-deer--fall-turkey-archery-season-open-september-27.html,FALSE,2025-2026
Texas,TX,spring,North Zone,2025-03-29,2025-05-11,,,,,,,,Youth March 22-23 and May 17-18,https://tpwd.texas.gov/regulations/outdoor-annual/hunting/2025_2026_hunting_seasons,TRUE,2025-2026
Texas,TX,spring,South Zone,2025-03-15,2025-04-27,,,,,,,,Youth March 8-9 and May 3-4,https://tpwd.texas.gov/regulations/outdoor-annual/hunting/2025_2026_hunting_seasons,TRUE,2025-2026
Texas,TX,fall,North Zone,2025-11-01,2026-01-04,2025-10-24,2025-10-26,,,,,,Archery Oct 24-26; firearms Nov 1-Jan 4,https://tpwd.texas.gov/regulations/outdoor-annual/regs/animals/turkey,FALSE,2025-2026
Texas,TX,fall,South Zone,2025-11-01,2026-01-18,2025-10-24,2025-10-26,,,,,,Archery Oct 24-26; firearms Nov 1-Jan 18; extended in some counties to Feb 22,https://tpwd.texas.gov/regulations/outdoor-annual/regs/animals/turkey,FALSE,2025-2026
Utah,UT,spring,Statewide,2025-04-28,2025-05-31,,,,,,,,Limited-entry April 12-24; youth April 25-27; general April 28-May 31,https://wildlife.utah.gov/news/utah-wildlife-news/2034-apply-for-2025-spring-limited-entry-turkey-hunting-permits.html,FALSE,2025-2026
Utah,UT,fall,Statewide,2025-10-01,2026-02-28,,,,,,,,Limited to specific nuisance/depredation areas,https://wildlife.utah.gov/guidebooks/upland_turkey_guidebook.pdf,FALSE,2025-2026
Vermont,VT,spring,Statewide,2025-05-01,2025-05-31,,,,,2,,,Youth and novice April 26-27; sunrise to noon; 2 bearded turkeys,https://www.vtfishandwildlife.com/hunt/hunting-and-trapping-opportunities/wild-turkey,TRUE,2025-2026
Virginia,VA,spring,Statewide,2025-04-12,2025-05-17,,,,,,,,Youth/apprentice April 5-6; split periods April 12-27 and April 28-May 17,https://dwr.virginia.gov/hunting/spring-turkey-hunting-in-virginia/,TRUE,2025-2026
Virginia,VA,fall,Statewide,2025-10-04,2025-11-14,2025-11-26,2025-11-27,2025-12-01,2026-01-24,,,,Archery Oct 4-Nov 14; firearms varies by county; multiple split periods,https://dwr.virginia.gov/hunting/regulations/turkey/,FALSE,2025-2026
Washington,WA,spring,Statewide,2025-04-01,2025-05-31,,,,,,,,Youth April 1-7; varies by area,https://wdfw.wa.gov/publications/02573,FALSE,2025-2026
Washington,WA,fall,Select GMUs,2025-09-01,2025-12-31,,,,,,,,GMUs 382 388 568-578 in Klickitat and Skamania counties,https://wdfw.wa.gov/hunting/regulations,FALSE,2025-2026
West Virginia,WV,spring,Statewide,2025-04-21,2025-05-25,,,,,2,,,Youth April 19-20; 1 bearded per day max 2 per year,https://wvdnr.gov/hunting-seasons/,TRUE,2025-2026
West Virginia,WV,fall,Statewide,2025-10-11,2025-10-19,2025-10-27,2025-11-16,,,,,,First segment all 55 counties; second/third segments select counties,https://commerce.wv.gov/west-virginias-fall-turkey-season-opens-oct-11/,FALSE,2025-2026
Wisconsin,WI,spring,Statewide,2025-04-16,2025-05-27,,,,,,,,Youth April 12-13; 6 periods A-F; all 7 turkey management zones,https://dnr.wisconsin.gov/topic/hunt/turkey,TRUE,2025-2026
Wisconsin,WI,fall,Statewide,2025-09-13,2025-11-21,,,,,1,,,Extended to Jan 4 in specific zones; 1 turkey any age or sex,https://dnr.wisconsin.gov/topic/hunt/dates,FALSE,2025-2026
Wyoming,WY,spring,Statewide,2025-04-20,2025-05-31,,,,,,,,Hunt Area 3 starts April 1; varies by hunt area,https://wgfd.wyo.gov/Regulations/Game-Birds-Waterfowl/Wild-Turkey-Hunting-Seasons,TRUE,2025-2026
Wyoming,WY,fall,Statewide,2025-09-01,2025-12-31,,,,,,,,Archery Sept 1-30; general Sept 1-Dec 31; either sex,https://wgfd.wyo.gov/Hunting/Hunt-Planner/turkey-Hunting,FALSE,2025-2026
