State,Abbreviation,Season Type,Zone,Split 1 Open,Split 1 Close,Split 2 Open,Split 2 Close,Split 3 Open,Split 3 Close,Bag Limit,Flyway,Weapon,Notes,Source URL,Verified,Season Year
California,CA,rifle,Statewide,2025-09-20,2025-11-02,,,,,1,,Rifle,"Zone dates vary significantly. Draw required for most zones.",https://wildlife.ca.gov/Hunting/Deer,FALSE,2025-2026
Colorado,CO,archery,Statewide,2025-09-02,2025-09-30,,,,,1,,Bow,"West of I-25 and Unit 140. East of I-25 starts Oct 1.",https://cpw.state.co.us/hunting,TRUE,2025-2026
Colorado,CO,muzzleloader,Statewide,2025-09-13,2025-09-21,,,,,1,,Muzzleloader,,https://cpw.state.co.us/hunting,TRUE,2025-2026
Colorado,CO,rifle,Statewide,2025-10-25,2025-11-23,,,,,1,,Rifle,"4 rifle seasons. 2nd: Oct 25-Nov 2. 3rd: Nov 8-16. 4th: Nov 19-23.",https://cpw.state.co.us/hunting,TRUE,2025-2026
Connecticut,CT,archery,Statewide,2025-09-15,2025-12-31,,,,,2,,Bow,,https://portal.ct.gov/deep/hunting,FALSE,2025-2026
Connecticut,CT,rifle,Statewide,2025-11-19,2025-12-09,,,,,2,,Rifle,,https://portal.ct.gov/deep/hunting,FALSE,2025-2026
Connecticut,CT,muzzleloader,Statewide,2025-12-10,2025-12-31,,,,,2,,Muzzleloader,,https://portal.ct.gov/deep/hunting,FALSE,2025-2026
Delaware,DE,archery,Statewide,2025-09-01,2026-01-31,,,,,2,,Bow,,https://dnrec.delaware.gov/fish-wildlife/hunting/seasons/,FALSE,2025-2026
Delaware,DE,rifle,Statewide,2025-11-14,2026-01-31,,,,,2,,Rifle,,https://dnrec.delaware.gov/fish-wildlife/hunting/seasons/,FALSE,2025-2026
Delaware,DE,muzzleloader,Statewide,2025-10-17,2025-10-25,,,,,2,,Muzzleloader,,https://dnrec.delaware.gov/fish-wildlife/hunting/seasons/,FALSE,2025-2026
Florida,FL,archery,Statewide,2025-07-26,2025-10-26,,,,,2,,Bow,"Zone dates vary (A-D). Zone A earliest.",https://myfwc.com/hunting/regulations/,FALSE,2025-2026
Florida,FL,rifle,Statewide,2025-11-01,2026-02-15,,,,,2,,Rifle,"Zone dates vary significantly.",https://myfwc.com/hunting/regulations/,FALSE,2025-2026
Florida,FL,muzzleloader,Statewide,2025-10-18,2025-11-01,,,,,2,,Muzzleloader,"Zone dates vary.",https://myfwc.com/hunting/regulations/,FALSE,2025-2026
Georgia,GA,archery,Statewide,2025-09-13,2026-01-11,,,,,2,,Bow,"Select suburban counties extend to Jan 31.",https://georgiawildlife.com/sites/default/files/wrd/pdf/hunting/Season%20Dates%20July%2025-26.pdf,TRUE,2025-2026
Georgia,GA,muzzleloader,Statewide,2025-10-11,2025-10-17,,,,,2,,Muzzleloader,Primitive weapons season,https://georgiawildlife.com/sites/default/files/wrd/pdf/hunting/Season%20Dates%20July%2025-26.pdf,TRUE,2025-2026
Georgia,GA,rifle,Statewide,2025-10-18,2026-01-11,,,,,2,,Rifle,"Select SW counties extend to Jan 15.",https://georgiawildlife.com/sites/default/files/wrd/pdf/hunting/Season%20Dates%20July%2025-26.pdf,TRUE,2025-2026
Hawaii,HI,rifle,Statewide,2025-01-01,2025-12-31,,,,,1,,Rifle,"Year-round on some islands. Axis deer and other introduced species. Verify with DLNR.",https://www.eregulations.com/hawaii/hunting,FALSE,2025-2026
Idaho,ID,archery,Statewide,2025-08-30,2025-09-30,,,,,1,,Bow,"Unit dates vary. General season.",https://idfg.idaho.gov/hunt/seasons,FALSE,2025-2026
Idaho,ID,rifle,Statewide,2025-10-10,2025-11-15,,,,,1,,Rifle,"Unit dates vary significantly.",https://idfg.idaho.gov/hunt/seasons,FALSE,2025-2026
Idaho,ID,muzzleloader,Statewide,2025-12-01,2025-12-15,,,,,1,,Muzzleloader,"Dates approximate. Unit varies.",https://idfg.idaho.gov/hunt/seasons,FALSE,2025-2026
Illinois,IL,archery,Statewide,2025-10-01,2025-11-20,2025-11-24,2025-12-03,2025-12-08,2026-01-18,1,,Bow,"3-split. Some counties continuous Oct 1-Jan 18.",https://huntillinois.org/deer,TRUE,2025-2026
Illinois,IL,rifle,Statewide,2025-11-21,2025-11-23,2025-12-04,2025-12-07,,,1,,Rifle,Firearm deer season. Shotgun/slug only in most of state.,https://huntillinois.org/deer,TRUE,2025-2026
Illinois,IL,muzzleloader,Statewide,2025-12-12,2025-12-14,,,,,1,,Muzzleloader,,https://huntillinois.org/deer,TRUE,2025-2026
Indiana,IN,archery,Statewide,2025-10-01,2026-01-04,,,,,1,,Bow,,https://www.in.gov/dnr/fish-and-wildlife/hunting-and-trapping/,FALSE,2025-2026
Indiana,IN,rifle,Statewide,2025-11-15,2025-11-30,,,,,1,,Rifle,Firearms season,https://www.in.gov/dnr/fish-and-wildlife/hunting-and-trapping/,FALSE,2025-2026
Indiana,IN,muzzleloader,Statewide,2025-12-06,2025-12-21,,,,,1,,Muzzleloader,,https://www.in.gov/dnr/fish-and-wildlife/hunting-and-trapping/,FALSE,2025-2026
Iowa,IA,archery,Statewide,2025-10-01,2025-12-05,2025-12-22,2026-01-10,,,1,,Bow,,https://www.iowadnr.gov/things-do/hunting-trapping/iowa-hunting-seasons,FALSE,2025-2026
Iowa,IA,rifle,Statewide,2025-12-06,2025-12-10,2025-12-15,2025-12-21,,,1,,Rifle,"Two shotgun/rifle seasons.",https://www.iowadnr.gov/things-do/hunting-trapping/iowa-hunting-seasons,FALSE,2025-2026
Iowa,IA,muzzleloader,Statewide,2025-10-11,2025-10-19,2026-01-11,2026-01-19,,,1,,Muzzleloader,"Early and late ML seasons.",https://www.iowadnr.gov/things-do/hunting-trapping/iowa-hunting-seasons,FALSE,2025-2026
Kansas,KS,archery,Statewide,2025-09-15,2025-12-31,,,,,1,,Bow,,https://ksoutdoors.gov/Hunting/When-to-Hunt/Hunting-Seasons,FALSE,2025-2026
Kansas,KS,rifle,Statewide,2025-12-03,2025-12-14,,,,,1,,Rifle,,https://ksoutdoors.gov/Hunting/When-to-Hunt/Hunting-Seasons,FALSE,2025-2026
Kansas,KS,muzzleloader,Statewide,2025-09-15,2025-09-28,,,,,1,,Muzzleloader,Early muzzleloader,https://ksoutdoors.gov/Hunting/When-to-Hunt/Hunting-Seasons,FALSE,2025-2026
Kentucky,KY,archery,Statewide,2025-09-06,2026-01-19,,,,,1,,Bow,,https://fw.ky.gov/Hunt/Pages/Deer-Hunting.aspx,FALSE,2025-2026
Kentucky,KY,rifle,Statewide,2025-11-08,2025-11-23,,,,,1,,Rifle,Modern gun,https://fw.ky.gov/Hunt/Pages/Deer-Hunting.aspx,FALSE,2025-2026
Kentucky,KY,muzzleloader,Statewide,2025-10-18,2025-10-19,2025-12-13,2025-12-21,,,1,,Muzzleloader,"Early and late ML seasons.",https://fw.ky.gov/Hunt/Pages/Deer-Hunting.aspx,FALSE,2025-2026
Louisiana,LA,archery,Statewide,2025-09-06,2026-02-01,,,,,6,,Bow,"6 deer total season. Zone dates vary.",https://www.wlf.louisiana.gov/page/seasons-and-regulations,FALSE,2025-2026
Louisiana,LA,rifle,Statewide,2025-11-01,2026-02-15,,,,,6,,Rifle,"Zone dates vary significantly.",https://www.wlf.louisiana.gov/page/seasons-and-regulations,FALSE,2025-2026
Louisiana,LA,muzzleloader,Statewide,2025-11-15,2025-11-21,,,,,6,,Muzzleloader,"Dates approximate. Zone varies.",https://www.wlf.louisiana.gov/page/seasons-and-regulations,FALSE,2025-2026
Maine,ME,archery,Statewide,2025-09-06,2025-10-31,,,,,1,,Bow,,https://www.maine.gov/ifw/hunting-trapping/hunting/laws-rules/,FALSE,2025-2026
Maine,ME,rifle,Statewide,2025-10-27,2025-11-22,,,,,1,,Rifle,"Varies by zone. Firearms season.",https://www.maine.gov/ifw/hunting-trapping/hunting/laws-rules/,FALSE,2025-2026
Maine,ME,muzzleloader,Statewide,2025-11-24,2025-12-06,,,,,1,,Muzzleloader,,https://www.maine.gov/ifw/hunting-trapping/hunting/laws-rules/,FALSE,2025-2026
Maryland,MD,archery,Statewide,2025-09-06,2025-10-24,2025-10-27,2026-01-31,,,2,,Bow,"Combined with crossbow dates.",https://dnr.maryland.gov/wildlife/Pages/hunt_trap/deerseason.aspx,FALSE,2025-2026
Maryland,MD,rifle,Statewide,2025-11-29,2025-12-13,,,,,2,,Rifle,Firearms season,https://dnr.maryland.gov/wildlife/Pages/hunt_trap/deerseason.aspx,FALSE,2025-2026
Maryland,MD,muzzleloader,Statewide,2025-10-25,2025-10-26,2025-12-20,2026-01-03,,,2,,Muzzleloader,,https://dnr.maryland.gov/wildlife/Pages/hunt_trap/deerseason.aspx,FALSE,2025-2026
Massachusetts,MA,archery,Statewide,2025-10-20,2025-11-22,,,,,2,,Bow,,https://www.mass.gov/info-details/hunting-seasons,FALSE,2025-2026
Massachusetts,MA,rifle,Statewide,2025-12-01,2025-12-13,,,,,2,,Rifle,Shotgun/rifle,https://www.mass.gov/info-details/hunting-seasons,FALSE,2025-2026
Massachusetts,MA,muzzleloader,Statewide,2025-12-15,2025-12-31,,,,,2,,Muzzleloader,,https://www.mass.gov/info-details/hunting-seasons,FALSE,2025-2026
Michigan,MI,archery,Statewide,2025-10-01,2025-11-14,2025-12-01,2026-01-01,,,2,,Bow,"Extended archery in select counties through Jan 31.",https://www.michigan.gov/dnr/things-to-do/hunting/deer,TRUE,2025-2026
Michigan,MI,rifle,Statewide,2025-11-15,2025-11-30,,,,,2,,Rifle,Regular firearm season,https://www.michigan.gov/dnr/things-to-do/hunting/deer,TRUE,2025-2026
Michigan,MI,muzzleloader,Statewide,2025-12-05,2025-12-14,,,,,2,,Muzzleloader,,https://www.michigan.gov/dnr/things-to-do/hunting/deer,TRUE,2025-2026
Minnesota,MN,archery,Statewide,2025-09-13,2025-12-31,,,,,1,,Bow,,https://www.dnr.state.mn.us/hunting/deer/index.html,TRUE,2025-2026
Minnesota,MN,rifle,Statewide,2025-11-08,2025-11-23,,,,,1,,Rifle,Firearms season,https://www.dnr.state.mn.us/hunting/deer/index.html,TRUE,2025-2026
Minnesota,MN,muzzleloader,Statewide,2025-11-29,2025-12-14,,,,,1,,Muzzleloader,,https://www.dnr.state.mn.us/hunting/deer/index.html,TRUE,2025-2026
Mississippi,MS,archery,Statewide,2025-10-01,2025-11-14,,,,,3,,Bow,,https://www.mdwfp.com/wildlife-hunting/hunting-seasons-and-bag-limits,FALSE,2025-2026
Mississippi,MS,rifle,Statewide,2025-11-15,2026-01-31,,,,,3,,Rifle,"Zone dates vary.",https://www.mdwfp.com/wildlife-hunting/hunting-seasons-and-bag-limits,FALSE,2025-2026
Mississippi,MS,muzzleloader,Statewide,2025-10-15,2025-11-01,,,,,3,,Muzzleloader,"Primitive weapon.",https://www.mdwfp.com/wildlife-hunting/hunting-seasons-and-bag-limits,FALSE,2025-2026
Missouri,MO,archery,Statewide,2025-09-15,2025-11-14,2025-11-26,2026-01-15,,,2,,Bow,,https://mdc.mo.gov/hunting-trapping/species/deer,FALSE,2025-2026
Missouri,MO,rifle,Statewide,2025-11-15,2025-11-25,,,,,2,,Rifle,November portion firearms,https://mdc.mo.gov/hunting-trapping/species/deer,FALSE,2025-2026
Missouri,MO,muzzleloader,Statewide,2025-12-13,2025-12-23,,,,,2,,Muzzleloader,Alternative methods,https://mdc.mo.gov/hunting-trapping/species/deer,FALSE,2025-2026
Montana,MT,archery,Statewide,2025-09-06,2025-10-19,,,,,1,,Bow,"General season. Unit dates vary.",https://fwp.mt.gov/hunt/seasons,FALSE,2025-2026
Montana,MT,rifle,Statewide,2025-10-25,2025-11-30,,,,,1,,Rifle,"General season. Unit dates vary.",https://fwp.mt.gov/hunt/seasons,FALSE,2025-2026
Nebraska,NE,archery,Statewide,2025-09-01,2025-12-31,,,,,2,,Bow,,https://outdoornebraska.gov/hunt/hunting-seasons/,FALSE,2025-2026
Nebraska,NE,rifle,Statewide,2025-11-08,2025-11-16,2025-11-22,2025-11-30,,,2,,Rifle,"9-day and second seasons.",https://outdoornebraska.gov/hunt/hunting-seasons/,FALSE,2025-2026
Nebraska,NE,muzzleloader,Statewide,2025-12-01,2025-12-31,,,,,2,,Muzzleloader,,https://outdoornebraska.gov/hunt/hunting-seasons/,FALSE,2025-2026
Nevada,NV,archery,Statewide,2025-08-10,2025-08-31,,,,,1,,Bow,"Draw-only. Unit dates vary significantly.",https://www.ndow.org/get-outside/hunting__trashed/plan-your-hunt/,FALSE,2025-2026
Nevada,NV,rifle,Statewide,2025-10-10,2025-11-15,,,,,1,,Rifle,"Draw-only. Unit dates vary.",https://www.ndow.org/get-outside/hunting__trashed/plan-your-hunt/,FALSE,2025-2026
Nevada,NV,muzzleloader,Statewide,2025-09-06,2025-09-20,,,,,1,,Muzzleloader,"Draw-only. Dates approximate.",https://www.ndow.org/get-outside/hunting__trashed/plan-your-hunt/,FALSE,2025-2026
New Hampshire,NH,archery,Statewide,2025-09-15,2025-12-15,,,,,1,,Bow,,https://www.wildlife.nh.gov/hunting-nh/dates-and-seasons,FALSE,2025-2026
New Hampshire,NH,rifle,Statewide,2025-11-12,2025-12-07,,,,,1,,Rifle,,https://www.wildlife.nh.gov/hunting-nh/dates-and-seasons,FALSE,2025-2026
New Hampshire,NH,muzzleloader,Statewide,2025-10-25,2025-11-04,,,,,1,,Muzzleloader,,https://www.wildlife.nh.gov/hunting-nh/dates-and-seasons,FALSE,2025-2026
New Jersey,NJ,archery,Statewide,2025-09-08,2025-10-31,2025-11-17,2026-02-14,,,2,,Bow,"Fall bow and winter bow combined.",https://dep.nj.gov/njfw/,FALSE,2025-2026
New Jersey,NJ,rifle,Statewide,2025-12-08,2025-12-13,,,,,2,,Rifle,6-day firearm season,https://dep.nj.gov/njfw/,FALSE,2025-2026
New Jersey,NJ,muzzleloader,Statewide,2025-12-15,2025-12-20,2026-01-17,2026-01-24,,,2,,Muzzleloader,,https://dep.nj.gov/njfw/,FALSE,2025-2026
New Mexico,NM,archery,Statewide,2025-09-01,2025-09-24,,,,,1,,Bow,"Draw-only. Unit dates vary.",https://wildlife.dgf.nm.gov/,FALSE,2025-2026
New Mexico,NM,rifle,Statewide,2025-10-01,2025-12-15,,,,,1,,Rifle,"Draw-only. Multiple seasons. Unit dates vary.",https://wildlife.dgf.nm.gov/,FALSE,2025-2026
New Mexico,NM,muzzleloader,Statewide,2025-10-01,2025-10-12,,,,,1,,Muzzleloader,"Draw-only.",https://wildlife.dgf.nm.gov/,FALSE,2025-2026
New York,NY,archery,Statewide,2025-09-27,2025-10-17,2025-11-15,2025-12-07,,,2,,Bow,"Southern Zone dates. Northern Zone varies. Oct 1-25 bow then regular.",https://dec.ny.gov/things-to-do/hunting/deer-bear/seasons,TRUE,2025-2026
New York,NY,rifle,Statewide,2025-10-25,2025-12-07,,,,,2,,Rifle,"Southern Zone regular season. Northern Zone: Oct 25-Nov 30.",https://dec.ny.gov/things-to-do/hunting/deer-bear/seasons,TRUE,2025-2026
New York,NY,muzzleloader,Statewide,2025-12-08,2025-12-20,,,,,2,,Muzzleloader,"Late season. Holiday hunt Dec 26-Jan 1 also available.",https://dec.ny.gov/things-to-do/hunting/deer-bear/seasons,TRUE,2025-2026
North Carolina,NC,archery,Statewide,2025-09-06,2025-09-26,,,,,4,,Bow,"Zone dates vary.",https://www.ncwildlife.gov/,FALSE,2025-2026
North Carolina,NC,rifle,Statewide,2025-10-11,2026-01-01,,,,,4,,Rifle,"Zone dates vary.",https://www.ncwildlife.gov/,FALSE,2025-2026
North Carolina,NC,muzzleloader,Statewide,2025-09-27,2025-10-10,2026-01-02,2026-01-10,,,4,,Muzzleloader,,https://www.ncwildlife.gov/,FALSE,2025-2026
North Dakota,ND,archery,Statewide,2025-08-30,2026-01-04,,,,,2,,Bow,,https://gf.nd.gov/hunting/season-dates,FALSE,2025-2026
North Dakota,ND,rifle,Statewide,2025-11-07,2025-11-23,,,,,2,,Rifle,,https://gf.nd.gov/hunting/season-dates,FALSE,2025-2026
North Dakota,ND,muzzleloader,Statewide,2025-11-28,2025-12-14,,,,,2,,Muzzleloader,,https://gf.nd.gov/hunting/season-dates,FALSE,2025-2026
Ohio,OH,archery,Statewide,2025-09-27,2026-02-01,,,,,1,,Bow,,https://www.eregulations.com/ohio/hunting/hunting-seasons-and-dates,TRUE,2025-2026
Ohio,OH,rifle,Statewide,2025-12-01,2025-12-07,2025-12-20,2025-12-21,,,1,,Rifle,,https://www.eregulations.com/ohio/hunting/hunting-seasons-and-dates,TRUE,2025-2026
Ohio,OH,muzzleloader,Statewide,2026-01-03,2026-01-06,,,,,1,,Muzzleloader,,https://www.eregulations.com/ohio/hunting/hunting-seasons-and-dates,TRUE,2025-2026
Oklahoma,OK,archery,Statewide,2025-10-01,2026-01-15,,,,,3,,Bow,,https://www.wildlifedepartment.com/hunting/seasons,FALSE,2025-2026
Oklahoma,OK,rifle,Statewide,2025-11-22,2025-12-07,,,,,3,,Rifle,,https://www.wildlifedepartment.com/hunting/seasons,FALSE,2025-2026
Oklahoma,OK,muzzleloader,Statewide,2025-10-25,2025-11-02,,,,,3,,Muzzleloader,,https://www.wildlifedepartment.com/hunting/seasons,FALSE,2025-2026
Oregon,OR,archery,Statewide,2025-08-23,2025-09-21,,,,,1,,Bow,"Unit dates vary.",https://myodfw.com/hunting/seasons,FALSE,2025-2026
Oregon,OR,rifle,Statewide,2025-10-04,2025-11-07,,,,,1,,Rifle,"Unit dates vary. General season.",https://myodfw.com/hunting/seasons,FALSE,2025-2026
Pennsylvania,PA,archery,Statewide,2025-10-04,2025-11-21,2025-12-26,2026-01-19,,,1,,Bow,,https://www.pa.gov/agencies/pgc/huntingandtrapping/regulations/seasons-and-bag-limits,TRUE,2025-2026
Pennsylvania,PA,rifle,Statewide,2025-12-01,2025-12-13,,,,,1,,Rifle,Regular firearms deer season,https://www.pa.gov/agencies/pgc/huntingandtrapping/regulations/seasons-and-bag-limits,TRUE,2025-2026
Pennsylvania,PA,muzzleloader,Statewide,2025-10-18,2025-10-25,2026-01-17,2026-01-24,,,1,,Muzzleloader,"Antlerless muzzleloader and late ML season.",https://www.pa.gov/agencies/pgc/huntingandtrapping/regulations/seasons-and-bag-limits,TRUE,2025-2026
Rhode Island,RI,archery,Statewide,2025-09-15,2025-10-31,2025-11-24,2026-01-31,,,2,,Bow,,https://www.eregulations.com/rhodeisland/hunting,FALSE,2025-2026
Rhode Island,RI,rifle,Statewide,2025-11-08,2025-11-22,,,,,2,,Rifle,Shotgun only in most areas,https://www.eregulations.com/rhodeisland/hunting,FALSE,2025-2026
Rhode Island,RI,muzzleloader,Statewide,2025-11-01,2025-11-07,2025-12-01,2025-12-31,,,2,,Muzzleloader,,https://www.eregulations.com/rhodeisland/hunting,FALSE,2025-2026
South Carolina,SC,archery,Statewide,2025-08-15,2025-10-31,,,,,5,,Bow,"Zone dates vary. Some zones open Aug 15.",https://www.dnr.sc.gov/hunting/,FALSE,2025-2026
South Carolina,SC,rifle,Statewide,2025-10-01,2026-01-01,,,,,5,,Rifle,"Zone dates vary significantly.",https://www.dnr.sc.gov/hunting/,FALSE,2025-2026
South Carolina,SC,muzzleloader,Statewide,2025-10-01,2025-10-10,,,,,5,,Muzzleloader,"Primitive weapons. Zone varies.",https://www.dnr.sc.gov/hunting/,FALSE,2025-2026
South Dakota,SD,archery,Statewide,2025-09-20,2026-01-01,,,,,1,,Bow,,https://gfp.sd.gov/events/keydates/,FALSE,2025-2026
South Dakota,SD,rifle,Statewide,2025-11-15,2025-11-30,,,,,1,,Rifle,West River and East River dates differ,https://gfp.sd.gov/events/keydates/,FALSE,2025-2026
South Dakota,SD,muzzleloader,Statewide,2026-01-01,2026-01-15,,,,,1,,Muzzleloader,,https://gfp.sd.gov/events/keydates/,FALSE,2025-2026
Tennessee,TN,archery,Statewide,2025-09-27,2025-10-24,2025-10-27,2026-01-10,,,3,,Bow,"Zone dates vary.",https://www.tn.gov/twra/hunting/big-game/deer.html,FALSE,2025-2026
Tennessee,TN,rifle,Statewide,2025-11-22,2026-01-04,,,,,3,,Rifle,"Zone dates vary.",https://www.tn.gov/twra/hunting/big-game/deer.html,FALSE,2025-2026
Tennessee,TN,muzzleloader,Statewide,2025-11-08,2025-11-21,2026-01-05,2026-01-10,,,3,,Muzzleloader,,https://www.tn.gov/twra/hunting/big-game/deer.html,FALSE,2025-2026
Texas,TX,archery,Statewide,2025-09-27,2025-10-31,,,,,5,,Bow,,https://tpwd.texas.gov/regulations/outdoor-annual/hunting/2025_2026_hunting_seasons,TRUE,2025-2026
Texas,TX,rifle,Statewide,2025-11-01,2026-01-05,,,,,5,,Rifle,"General season. South Texas runs later.",https://tpwd.texas.gov/regulations/outdoor-annual/hunting/2025_2026_hunting_seasons,TRUE,2025-2026
Texas,TX,muzzleloader,Statewide,2026-01-06,2026-01-19,,,,,5,,Muzzleloader,,https://tpwd.texas.gov/regulations/outdoor-annual/hunting/2025_2026_hunting_seasons,TRUE,2025-2026
Utah,UT,archery,Statewide,2025-08-16,2025-09-12,,,,,1,,Bow,"Draw-only. Unit dates vary.",https://wildlife.utah.gov/hunting/main-hunting-page/,FALSE,2025-2026
Utah,UT,rifle,Statewide,2025-10-18,2025-10-26,,,,,1,,Rifle,"Draw-only. General season.",https://wildlife.utah.gov/hunting/main-hunting-page/,FALSE,2025-2026
Utah,UT,muzzleloader,Statewide,2025-09-24,2025-10-07,,,,,1,,Muzzleloader,"Draw-only.",https://wildlife.utah.gov/hunting/main-hunting-page/,FALSE,2025-2026
Vermont,VT,archery,Statewide,2025-10-04,2025-10-19,2025-12-06,2025-12-14,,,1,,Bow,,https://www.vtfishandwildlife.com/hunt/hunting-and-trapping-seasons,FALSE,2025-2026
Vermont,VT,rifle,Statewide,2025-11-08,2025-11-23,,,,,1,,Rifle,,https://www.vtfishandwildlife.com/hunt/hunting-and-trapping-seasons,FALSE,2025-2026
Vermont,VT,muzzleloader,Statewide,2025-12-06,2025-12-14,,,,,1,,Muzzleloader,,https://www.vtfishandwildlife.com/hunt/hunting-and-trapping-seasons,FALSE,2025-2026
Virginia,VA,archery,Statewide,2025-10-04,2025-11-14,2025-12-14,2026-01-03,,,2,,Bow,"Early and late archery.",https://dwr.virginia.gov/hunting/regulations/deer/,TRUE,2025-2026
Virginia,VA,muzzleloader,Statewide,2025-11-01,2025-11-14,2025-12-13,2026-01-03,,,2,,Muzzleloader,"Early and late ML.",https://dwr.virginia.gov/hunting/regulations/deer/,TRUE,2025-2026
Virginia,VA,rifle,Statewide,2025-11-15,2026-01-03,,,,,2,,Rifle,"Varies by zone.",https://dwr.virginia.gov/hunting/regulations/deer/,TRUE,2025-2026
Washington,WA,archery,Statewide,2025-09-01,2025-09-30,,,,,1,,Bow,"Unit dates vary.",https://wdfw.wa.gov/hunting/regulations,FALSE,2025-2026
Washington,WA,rifle,Statewide,2025-10-11,2025-10-24,,,,,1,,Rifle,"Modern firearm. Unit dates vary.",https://wdfw.wa.gov/hunting/regulations,FALSE,2025-2026
Washington,WA,muzzleloader,Statewide,2025-10-25,2025-11-09,,,,,1,,Muzzleloader,"Unit dates vary.",https://wdfw.wa.gov/hunting/regulations,FALSE,2025-2026
West Virginia,WV,archery,Statewide,2025-09-27,2025-12-31,,,,,3,,Bow,,https://wvdnr.gov/,FALSE,2025-2026
West Virginia,WV,rifle,Statewide,2025-11-24,2025-12-06,,,,,3,,Rifle,Buck firearms season,https://wvdnr.gov/,FALSE,2025-2026
West Virginia,WV,muzzleloader,Statewide,2025-12-15,2025-12-20,,,,,3,,Muzzleloader,,https://wvdnr.gov/,FALSE,2025-2026
Wisconsin,WI,archery,Statewide,2025-09-13,2026-01-04,,,,,1,,Bow,"Metro/extended counties through Jan 31.",https://dnr.wisconsin.gov/topic/hunt/deer,TRUE,2025-2026
Wisconsin,WI,rifle,Statewide,2025-11-22,2025-11-30,,,,,1,,Rifle,9-day gun deer season,https://dnr.wisconsin.gov/topic/hunt/deer,TRUE,2025-2026
Wisconsin,WI,muzzleloader,Statewide,2025-12-01,2025-12-10,,,,,1,,Muzzleloader,,https://dnr.wisconsin.gov/topic/hunt/deer,TRUE,2025-2026
Wyoming,WY,archery,Statewide,2025-09-01,2025-09-30,,,,,1,,Bow,"Draw-only. Unit dates vary.",https://wgfd.wyo.gov/Regulations,FALSE,2025-2026
Wyoming,WY,rifle,Statewide,2025-10-01,2025-11-30,,,,,1,,Rifle,"Draw-only. Multiple seasons. Unit dates vary.",https://wgfd.wyo.gov/Regulations,FALSE,2025-2026
Wyoming,WY,muzzleloader,Statewide,2025-10-01,2025-10-31,,,,,1,,Muzzleloader,"Dates approximate.",https://wgfd.wyo.gov/Regulations,FALSE,2025-2026
